month,product_id,product_name,category,demand,revenue,number_of_orders
2024-11-01,P1001,Smartwatch,Electronics,191,602446.95,35
2024-11-01,P1002,Bluetooth Speaker,Electronics,260,442873.57,45
2024-11-01,P1003,Power Bank,Electronics,75,135544.37,31
2024-11-01,P1004,USB-C Cable,Electronics,238,857342.75,52
2024-11-01,P1005,Laptop Stand,Electronics,574,2524581.89,49
2024-11-01,P1006,Webcam,Electronics,638,2805042.88,46
2024-11-01,P1007,Gaming Mouse,Electronics,385,1508039.24,40
2024-11-01,P1008,Mechanical Keyboard,Electronics,159,505217.12,38
2024-11-01,P1009,LED Monitor,Electronics,186,94905.67,34
2024-11-01,P1010,Men's T-Shirt,Fashion,289,255232.44,42
2024-11-01,P1011,Women's Kurti,Fashion,294,1313691.52,33
2024-11-01,P1012,Denim Jeans,Fashion,337,1035109.82,47
2024-11-01,P1013,Running Shoes,Fashion,475,69204.72,42
2024-11-01,P1014,Formal Shirt,Fashion,446,269348.86,42
2024-11-01,P1015,Winter Jacket,Fashion,255,848718.64,45
2024-11-01,P1016,Leather Wallet,Fashion,217,27950.08,39
2024-11-01,P1017,Sunglasses,Fashion,657,589371.07,45
2024-11-01,P1018,Backpack,Fashion,290,787813.63,47
2024-11-01,P1019,Sneakers,Fashion,167,579704.56,40
2024-11-01,P1020,Non-stick Pan,Home & Kitchen,214,692472.3,43
2024-11-01,P1021,Electric Kettle,Home & Kitchen,458,546610.02,47
2024-11-01,P1022,Mixer Grinder,Home & Kitchen,132,468384.0,30
2024-11-01,P1023,LED Bulb Pack,Home & Kitchen,181,228289.9,42
2024-11-01,P1024,Storage Containers,Home & Kitchen,518,869975.86,42
2024-11-01,P1025,Bedsheet Set,Home & Kitchen,298,1113488.79,36
2024-11-01,P1026,Curtains,Home & Kitchen,429,1389229.1300000001,47
2024-11-01,P1027,Air Freshener,Home & Kitchen,470,1983522.04,42
2024-11-01,P1028,Vacuum Cleaner,Home & Kitchen,179,588848.9500000001,43
2024-11-01,P1029,Table Lamp,Home & Kitchen,290,816098.81,43
2024-11-01,P1030,Face Wash,Beauty & Personal Care,372,209539.16,46
2024-11-01,P1031,Shampoo,Beauty & Personal Care,469,883822.16,48
2024-11-01,P1032,Body Lotion,Beauty & Personal Care,120,164945.86,36
2024-11-01,P1033,Perfume,Beauty & Personal Care,184,233790.64,32
2024-11-01,P1034,Hair Dryer,Beauty & Personal Care,244,1154195.24,32
2024-11-01,P1035,Trimmer,Beauty & Personal Care,276,550448.82,39
2024-11-01,P1036,Sunscreen,Beauty & Personal Care,215,956206.89,39
2024-11-01,P1037,Lip Balm,Beauty & Personal Care,380,1192422.39,44
2024-11-01,P1038,Face Mask Pack,Beauty & Personal Care,78,312676.15,31
2024-11-01,P1039,Hair Oil,Beauty & Personal Care,284,718184.21,41
2024-11-01,P1040,Basmati Rice 5kg,Grocery,332,966379.52,47
2024-11-01,P1041,Cooking Oil 1L,Grocery,902,2256998.5,49
2024-11-01,P1042,Green Tea Box,Grocery,369,389501.6,44
2024-11-01,P1043,Almonds 500g,Grocery,408,1450424.07,46
2024-11-01,P1044,Instant Noodles Pack,Grocery,355,511647.01,43
2024-11-01,P1045,Coffee Powder,Grocery,432,96818.41,44
2024-11-01,P1046,Honey Jar,Grocery,455,1475449.84,45
2024-11-01,P1047,Protein Bar Pack,Grocery,108,103636.56,37
2024-11-01,P1048,Peanut Butter,Grocery,137,635829.46,36
2024-11-01,P1049,Oats Pack,Grocery,272,1289485.71,48
2024-11-01,P1050,Yoga Mat,Sports & Fitness,88,396505.36,31
2024-11-01,P1051,Dumbbell Set,Sports & Fitness,194,364584.5,36
2024-11-01,P1052,Resistance Bands,Sports & Fitness,106,18584.22,31
2024-11-01,P1053,Skipping Rope,Sports & Fitness,504,2316651.2,45
2024-11-01,P1054,Cricket Bat,Sports & Fitness,172,375538.83,39
2024-11-01,P1055,Football,Sports & Fitness,265,1256821.17,41
2024-11-01,P1056,Water Bottle,Sports & Fitness,565,2652153.03,43
2024-11-01,P1057,Fitness Tracker Band,Sports & Fitness,140,601709.07,39
2024-11-01,P1058,Gym Gloves,Sports & Fitness,118,179504.6,36
2024-11-01,P1059,Badminton Racket,Sports & Fitness,246,484927.03,43
2024-12-01,P1000,Wireless Earbuds,Electronics,102,453970.21,37
2024-12-01,P1001,Smartwatch,Electronics,169,533655.33,38
2024-12-01,P1002,Bluetooth Speaker,Electronics,289,503048.16000000003,47
2024-12-01,P1003,Power Bank,Electronics,101,183973.85,34
2024-12-01,P1004,USB-C Cable,Electronics,267,971382.2,44
2024-12-01,P1005,Laptop Stand,Electronics,621,2747962.36,48
2024-12-01,P1006,Webcam,Electronics,772,3390466.75,49
2024-12-01,P1007,Gaming Mouse,Electronics,476,1853966.92,48
2024-12-01,P1008,Mechanical Keyboard,Electronics,172,558697.1,35
2024-12-01,P1009,LED Monitor,Electronics,179,92585.09,35
2024-12-01,P1010,Men's T-Shirt,Fashion,292,256569.91,43
2024-12-01,P1011,Women's Kurti,Fashion,277,1229672.2,40
2024-12-01,P1012,Denim Jeans,Fashion,414,1264581.07,45
2024-12-01,P1013,Running Shoes,Fashion,591,86029.42,42
2024-12-01,P1014,Formal Shirt,Fashion,518,308512.79,47
2024-12-01,P1015,Winter Jacket,Fashion,257,847114.83,45
2024-12-01,P1016,Leather Wallet,Fashion,239,30465.84,42
2024-12-01,P1017,Sunglasses,Fashion,691,606699.52,49
2024-12-01,P1018,Backpack,Fashion,311,860751.99,46
2024-12-01,P1019,Sneakers,Fashion,214,738129.81,39
2024-12-01,P1020,Non-stick Pan,Home & Kitchen,258,849733.52,41
2024-12-01,P1021,Electric Kettle,Home & Kitchen,540,639787.99,44
2024-12-01,P1022,Mixer Grinder,Home & Kitchen,121,427725.22,36
2024-12-01,P1023,LED Bulb Pack,Home & Kitchen,217,269788.37,43
2024-12-01,P1024,Storage Containers,Home & Kitchen,572,953667.97,52
2024-12-01,P1025,Bedsheet Set,Home & Kitchen,310,1149130.74,38
2024-12-01,P1026,Curtains,Home & Kitchen,494,1598414.29,49
2024-12-01,P1027,Air Freshener,Home & Kitchen,599,2516240.45,47
2024-12-01,P1028,Vacuum Cleaner,Home & Kitchen,182,595639.76,45
2024-12-01,P1029,Table Lamp,Home & Kitchen,369,1048798.52,47
2024-12-01,P1030,Face Wash,Beauty & Personal Care,391,219300.69,46
2024-12-01,P1031,Shampoo,Beauty & Personal Care,450,848910.24,50
2024-12-01,P1032,Body Lotion,Beauty & Personal Care,154,214014.6,40
2024-12-01,P1033,Perfume,Beauty & Personal Care,254,325543.79,37
2024-12-01,P1034,Hair Dryer,Beauty & Personal Care,305,1451697.91,37
2024-12-01,P1035,Trimmer,Beauty & Personal Care,286,577837.52,43
2024-12-01,P1036,Sunscreen,Beauty & Personal Care,271,1199081.15,47
2024-12-01,P1037,Lip Balm,Beauty & Personal Care,409,1274808.3699999999,45
2024-12-01,P1038,Face Mask Pack,Beauty & Personal Care,79,313075.92,29
2024-12-01,P1039,Hair Oil,Beauty & Personal Care,305,759634.56,42
2024-12-01,P1040,Basmati Rice 5kg,Grocery,428,1242441.51,47
2024-12-01,P1041,Cooking Oil 1L,Grocery,1074,2687484.07,49
2024-12-01,P1042,Green Tea Box,Grocery,347,363160.46,48
2024-12-01,P1043,Almonds 500g,Grocery,398,1408502.73,48
2024-12-01,P1044,Instant Noodles Pack,Grocery,533,761491.0,46
2024-12-01,P1045,Coffee Powder,Grocery,470,107154.45,47
2024-12-01,P1046,Honey Jar,Grocery,488,1582891.83,50
2024-12-01,P1047,Protein Bar Pack,Grocery,123,118027.59,38
2024-12-01,P1048,Peanut Butter,Grocery,152,710214.98,40
2024-12-01,P1049,Oats Pack,Grocery,281,1316558.25,44
2024-12-01,P1050,Yoga Mat,Sports & Fitness,99,450016.06,30
2024-12-01,P1051,Dumbbell Set,Sports & Fitness,261,487772.98,42
2024-12-01,P1052,Resistance Bands,Sports & Fitness,147,25945.83,39
2024-12-01,P1053,Skipping Rope,Sports & Fitness,531,2430961.59,46
2024-12-01,P1054,Cricket Bat,Sports & Fitness,152,332939.29000000004,37
2024-12-01,P1055,Football,Sports & Fitness,260,1239428.2,42
2024-12-01,P1056,Water Bottle,Sports & Fitness,589,2820497.37,47
2024-12-01,P1057,Fitness Tracker Band,Sports & Fitness,174,736088.27,43
2024-12-01,P1058,Gym Gloves,Sports & Fitness,117,177607.78,33
2024-12-01,P1059,Badminton Racket,Sports & Fitness,274,532752.85,45
2025-01-01,P1000,Wireless Earbuds,Electronics,83,376015.87,31
2025-01-01,P1001,Smartwatch,Electronics,205,652262.24,40
2025-01-01,P1002,Bluetooth Speaker,Electronics,276,472640.51,49
2025-01-01,P1003,Power Bank,Electronics,80,143379.13,31
2025-01-01,P1004,USB-C Cable,Electronics,256,917423.0,45
2025-01-01,P1005,Laptop Stand,Electronics,609,2718893.08,47
2025-01-01,P1006,Webcam,Electronics,754,3289384.21,46
2025-01-01,P1007,Gaming Mouse,Electronics,416,1625638.87,44
2025-01-01,P1008,Mechanical Keyboard,Electronics,131,423368.04,41
2025-01-01,P1009,LED Monitor,Electronics,215,108401.54000000001,45
2025-01-01,P1010,Men's T-Shirt,Fashion,314,279510.54,47
2025-01-01,P1011,Women's Kurti,Fashion,227,1016691.66,42
2025-01-01,P1012,Denim Jeans,Fashion,422,1292474.35,46
2025-01-01,P1013,Running Shoes,Fashion,477,71228.28,45
2025-01-01,P1014,Formal Shirt,Fashion,560,329488.33,44
2025-01-01,P1015,Winter Jacket,Fashion,293,964501.89,47
2025-01-01,P1016,Leather Wallet,Fashion,245,31455.12,43
2025-01-01,P1017,Sunglasses,Fashion,715,639444.9,49
2025-01-01,P1018,Backpack,Fashion,313,869272.5700000001,45
2025-01-01,P1019,Sneakers,Fashion,167,575812.61,37
2025-01-01,P1020,Non-stick Pan,Home & Kitchen,227,731323.83,46
2025-01-01,P1021,Electric Kettle,Home & Kitchen,444,525780.12,48
2025-01-01,P1022,Mixer Grinder,Home & Kitchen,149,520737.83,36
2025-01-01,P1023,LED Bulb Pack,Home & Kitchen,217,270543.77,46
2025-01-01,P1024,Storage Containers,Home & Kitchen,555,939231.84,43
2025-01-01,P1025,Bedsheet Set,Home & Kitchen,333,1241485.9,41
2025-01-01,P1026,Curtains,Home & Kitchen,434,1409599.92,47
2025-01-01,P1027,Air Freshener,Home & Kitchen,494,2056878.04,47
2025-01-01,P1028,Vacuum Cleaner,Home & Kitchen,183,595533.07,44
2025-01-01,P1029,Table Lamp,Home & Kitchen,336,959106.87,46
2025-01-01,P1030,Face Wash,Beauty & Personal Care,361,202367.28,49
2025-01-01,P1031,Shampoo,Beauty & Personal Care,490,926026.7,43
2025-01-01,P1032,Body Lotion,Beauty & Personal Care,144,201500.23,38
2025-01-01,P1033,Perfume,Beauty & Personal Care,277,356197.1,42
2025-01-01,P1034,Hair Dryer,Beauty & Personal Care,238,1139998.12,34
2025-01-01,P1035,Trimmer,Beauty & Personal Care,327,653713.35,47
2025-01-01,P1036,Sunscreen,Beauty & Personal Care,280,1233836.0,38
2025-01-01,P1037,Lip Balm,Beauty & Personal Care,382,1203241.75,40
2025-01-01,P1038,Face Mask Pack,Beauty & Personal Care,76,297823.19,26
2025-01-01,P1039,Hair Oil,Beauty & Personal Care,275,698944.25,40
2025-01-01,P1040,Basmati Rice 5kg,Grocery,405,1169183.53,46
2025-01-01,P1041,Cooking Oil 1L,Grocery,1027,2561624.35,47
2025-01-01,P1042,Green Tea Box,Grocery,371,389596.07,50
2025-01-01,P1043,Almonds 500g,Grocery,308,1125119.94,46
2025-01-01,P1044,Instant Noodles Pack,Grocery,392,569025.73,44
2025-01-01,P1045,Coffee Powder,Grocery,504,114115.85,45
2025-01-01,P1046,Honey Jar,Grocery,457,1468660.62,46
2025-01-01,P1047,Protein Bar Pack,Grocery,107,103386.32,40
2025-01-01,P1048,Peanut Butter,Grocery,141,659628.73,40
2025-01-01,P1049,Oats Pack,Grocery,293,1369535.86,54
2025-01-01,P1050,Yoga Mat,Sports & Fitness,106,475614.12,32
2025-01-01,P1051,Dumbbell Set,Sports & Fitness,261,488555.72000000003,44
2025-01-01,P1052,Resistance Bands,Sports & Fitness,163,28953.940000000002,40
2025-01-01,P1053,Skipping Rope,Sports & Fitness,559,2541789.88,44
2025-01-01,P1054,Cricket Bat,Sports & Fitness,175,378009.04,36
2025-01-01,P1055,Football,Sports & Fitness,236,1140750.99,38
2025-01-01,P1056,Water Bottle,Sports & Fitness,662,3173956.7199999997,46
2025-01-01,P1057,Fitness Tracker Band,Sports & Fitness,160,671509.15,40
2025-01-01,P1058,Gym Gloves,Sports & Fitness,122,184809.51,39
2025-01-01,P1059,Badminton Racket,Sports & Fitness,264,520198.08,42
2025-02-01,P1000,Wireless Earbuds,Electronics,81,353106.01,30
2025-02-01,P1001,Smartwatch,Electronics,180,570976.65,31
2025-02-01,P1002,Bluetooth Speaker,Electronics,276,481114.6,36
2025-02-01,P1003,Power Bank,Electronics,67,118969.51,27
2025-02-01,P1004,USB-C Cable,Electronics,249,896205.9400000001,36
2025-02-01,P1005,Laptop Stand,Electronics,493,2211762.8,42
2025-02-01,P1006,Webcam,Electronics,623,2723046.75,46
2025-02-01,P1007,Gaming Mouse,Electronics,389,1503399.43,42
2025-02-01,P1008,Mechanical Keyboard,Electronics,149,483073.93,40
2025-02-01,P1009,LED Monitor,Electronics,183,92740.79,38
2025-02-01,P1010,Men's T-Shirt,Fashion,260,229093.03,46
2025-02-01,P1011,Women's Kurti,Fashion,170,751386.82,33
2025-02-01,P1012,Denim Jeans,Fashion,361,1100642.48,43
2025-02-01,P1013,Running Shoes,Fashion,392,58023.76,42
2025-02-01,P1014,Formal Shirt,Fashion,405,243138.07,43
2025-02-01,P1015,Winter Jacket,Fashion,226,746514.43,43
2025-02-01,P1016,Leather Wallet,Fashion,181,23010.9,38
2025-02-01,P1017,Sunglasses,Fashion,583,515871.01,45
2025-02-01,P1018,Backpack,Fashion,230,632703.32,44
2025-02-01,P1019,Sneakers,Fashion,133,458975.33,38
2025-02-01,P1020,Non-stick Pan,Home & Kitchen,182,586129.31,39
2025-02-01,P1021,Electric Kettle,Home & Kitchen,455,542846.5,46
2025-02-01,P1022,Mixer Grinder,Home & Kitchen,94,333406.27,35
2025-02-01,P1023,LED Bulb Pack,Home & Kitchen,174,214968.69999999998,36
2025-02-01,P1024,Storage Containers,Home & Kitchen,402,672333.9,38
2025-02-01,P1025,Bedsheet Set,Home & Kitchen,233,860716.76,41
2025-02-01,P1026,Curtains,Home & Kitchen,315,1016335.93,44
2025-02-01,P1027,Air Freshener,Home & Kitchen,461,1966374.33,44
2025-02-01,P1028,Vacuum Cleaner,Home & Kitchen,159,518215.77,38
2025-02-01,P1029,Table Lamp,Home & Kitchen,268,763204.67,46
2025-02-01,P1030,Face Wash,Beauty & Personal Care,282,158285.32,42
2025-02-01,P1031,Shampoo,Beauty & Personal Care,475,899436.9,36
2025-02-01,P1032,Body Lotion,Beauty & Personal Care,109,151388.92,39
2025-02-01,P1033,Perfume,Beauty & Personal Care,175,224454.22,34
2025-02-01,P1034,Hair Dryer,Beauty & Personal Care,241,1169468.16,30
2025-02-01,P1035,Trimmer,Beauty & Personal Care,346,688622.62,44
2025-02-01,P1036,Sunscreen,Beauty & Personal Care,208,914343.24,40
2025-02-01,P1037,Lip Balm,Beauty & Personal Care,310,981188.55,42
2025-02-01,P1038,Face Mask Pack,Beauty & Personal Care,69,271772.59,29
2025-02-01,P1039,Hair Oil,Beauty & Personal Care,244,608364.45,37
2025-02-01,P1040,Basmati Rice 5kg,Grocery,377,1107285.6199999999,38
2025-02-01,P1041,Cooking Oil 1L,Grocery,905,2255985.26,44
2025-02-01,P1042,Green Tea Box,Grocery,299,317749.49,39
2025-02-01,P1043,Almonds 500g,Grocery,321,1149143.48,39
2025-02-01,P1044,Instant Noodles Pack,Grocery,327,474763.62,44
2025-02-01,P1045,Coffee Powder,Grocery,400,90407.79,37
2025-02-01,P1046,Honey Jar,Grocery,391,1256158.73,46
2025-02-01,P1047,Protein Bar Pack,Grocery,95,91028.97,32
2025-02-01,P1048,Peanut Butter,Grocery,147,690708.57,40
2025-02-01,P1049,Oats Pack,Grocery,220,1037181.59,38
2025-02-01,P1050,Yoga Mat,Sports & Fitness,106,476295.43,36
2025-02-01,P1051,Dumbbell Set,Sports & Fitness,220,419165.48,42
2025-02-01,P1052,Resistance Bands,Sports & Fitness,137,23730.05,36
2025-02-01,P1053,Skipping Rope,Sports & Fitness,519,2389179.12,38
2025-02-01,P1054,Cricket Bat,Sports & Fitness,115,254417.77,36
2025-02-01,P1055,Football,Sports & Fitness,202,957421.27,42
2025-02-01,P1056,Water Bottle,Sports & Fitness,514,2454542.52,42
2025-02-01,P1057,Fitness Tracker Band,Sports & Fitness,136,581546.35,43
2025-02-01,P1058,Gym Gloves,Sports & Fitness,113,172480.27,33
2025-02-01,P1059,Badminton Racket,Sports & Fitness,164,318924.99,39
2025-03-01,P1000,Wireless Earbuds,Electronics,99,436065.67,36
2025-03-01,P1001,Smartwatch,Electronics,142,447905.72,39
2025-03-01,P1002,Bluetooth Speaker,Electronics,388,678410.67,46
2025-03-01,P1003,Power Bank,Electronics,76,134925.25,28
2025-03-01,P1004,USB-C Cable,Electronics,258,942597.07,47
2025-03-01,P1005,Laptop Stand,Electronics,556,2465252.88,46
2025-03-01,P1006,Webcam,Electronics,655,2857068.07,46
2025-03-01,P1007,Gaming Mouse,Electronics,467,1795235.2,49
2025-03-01,P1008,Mechanical Keyboard,Electronics,159,519197.04,41
2025-03-01,P1009,LED Monitor,Electronics,258,131645.44,42
2025-03-01,P1010,Men's T-Shirt,Fashion,318,280849.82,42
2025-03-01,P1011,Women's Kurti,Fashion,272,1202979.58,40
2025-03-01,P1012,Denim Jeans,Fashion,484,1481899.61,43
2025-03-01,P1013,Running Shoes,Fashion,405,59511.659999999996,47
2025-03-01,P1014,Formal Shirt,Fashion,530,317969.89,44
2025-03-01,P1015,Winter Jacket,Fashion,265,875755.49,45
2025-03-01,P1016,Leather Wallet,Fashion,213,26966.91,47
2025-03-01,P1017,Sunglasses,Fashion,675,602057.02,45
2025-03-01,P1018,Backpack,Fashion,287,789575.36,47
2025-03-01,P1019,Sneakers,Fashion,180,615698.5,40
2025-03-01,P1020,Non-stick Pan,Home & Kitchen,250,808271.6,42
2025-03-01,P1021,Electric Kettle,Home & Kitchen,534,633875.26,44
2025-03-01,P1022,Mixer Grinder,Home & Kitchen,108,382806.79,36
2025-03-01,P1023,LED Bulb Pack,Home & Kitchen,210,264308.05,46
2025-03-01,P1024,Storage Containers,Home & Kitchen,471,790739.98,42
2025-03-01,P1025,Bedsheet Set,Home & Kitchen,339,1253195.74,42
2025-03-01,P1026,Curtains,Home & Kitchen,461,1491184.29,48
2025-03-01,P1027,Air Freshener,Home & Kitchen,492,2073249.7,52
2025-03-01,P1028,Vacuum Cleaner,Home & Kitchen,174,577679.41,44
2025-03-01,P1029,Table Lamp,Home & Kitchen,290,822671.99,47
2025-03-01,P1030,Face Wash,Beauty & Personal Care,321,179652.58,52
2025-03-01,P1031,Shampoo,Beauty & Personal Care,444,837259.85,51
2025-03-01,P1032,Body Lotion,Beauty & Personal Care,148,206437.49,38
2025-03-01,P1033,Perfume,Beauty & Personal Care,187,239667.09,42
2025-03-01,P1034,Hair Dryer,Beauty & Personal Care,262,1261679.15,44
2025-03-01,P1035,Trimmer,Beauty & Personal Care,371,753896.79,43
2025-03-01,P1036,Sunscreen,Beauty & Personal Care,235,1035870.33,49
2025-03-01,P1037,Lip Balm,Beauty & Personal Care,374,1165299.53,46
2025-03-01,P1038,Face Mask Pack,Beauty & Personal Care,87,341134.2,38
2025-03-01,P1039,Hair Oil,Beauty & Personal Care,292,742508.02,46
2025-03-01,P1040,Basmati Rice 5kg,Grocery,405,1169640.04,50
2025-03-01,P1041,Cooking Oil 1L,Grocery,1055,2619472.56,48
2025-03-01,P1042,Green Tea Box,Grocery,370,387898.56,46
2025-03-01,P1043,Almonds 500g,Grocery,337,1202238.8900000001,44
2025-03-01,P1044,Instant Noodles Pack,Grocery,435,637838.28,50
2025-03-01,P1045,Coffee Powder,Grocery,475,106525.91,46
2025-03-01,P1046,Honey Jar,Grocery,457,1468238.75,49
2025-03-01,P1047,Protein Bar Pack,Grocery,92,90151.35,36
2025-03-01,P1048,Peanut Butter,Grocery,140,656102.35,45
2025-03-01,P1049,Oats Pack,Grocery,276,1292122.76,44
2025-03-01,P1050,Yoga Mat,Sports & Fitness,84,381226.67,31
2025-03-01,P1051,Dumbbell Set,Sports & Fitness,320,604109.5,46
2025-03-01,P1052,Resistance Bands,Sports & Fitness,180,31986.52,41
2025-03-01,P1053,Skipping Rope,Sports & Fitness,711,3238420.72,48
2025-03-01,P1054,Cricket Bat,Sports & Fitness,170,373194.21,41
2025-03-01,P1055,Football,Sports & Fitness,260,1237765.2,42
2025-03-01,P1056,Water Bottle,Sports & Fitness,662,3149965.83,46
2025-03-01,P1057,Fitness Tracker Band,Sports & Fitness,183,775129.48,42
2025-03-01,P1058,Gym Gloves,Sports & Fitness,135,204964.25,40
2025-03-01,P1059,Badminton Racket,Sports & Fitness,204,411208.96,45
2025-04-01,P1000,Wireless Earbuds,Electronics,93,413617.74,31
2025-04-01,P1001,Smartwatch,Electronics,126,394336.03,35
2025-04-01,P1002,Bluetooth Speaker,Electronics,396,688359.11,42
2025-04-01,P1003,Power Bank,Electronics,87,153935.84,28
2025-04-01,P1004,USB-C Cable,Electronics,264,954985.1,41
2025-04-01,P1005,Laptop Stand,Electronics,615,2735968.9899999998,45
2025-04-01,P1006,Webcam,Electronics,765,3382009.61,48
2025-04-01,P1007,Gaming Mouse,Electronics,615,2396140.32,46
2025-04-01,P1008,Mechanical Keyboard,Electronics,173,558208.37,41
2025-04-01,P1009,LED Monitor,Electronics,237,121657.52,42
2025-04-01,P1010,Men's T-Shirt,Fashion,307,269851.29,42
2025-04-01,P1011,Women's Kurti,Fashion,232,1028109.72,39
2025-04-01,P1012,Denim Jeans,Fashion,522,1569769.28,45
2025-04-01,P1013,Running Shoes,Fashion,496,73098.06,47
2025-04-01,P1014,Formal Shirt,Fashion,531,319160.88,41
2025-04-01,P1015,Winter Jacket,Fashion,248,818320.9299999999,47
2025-04-01,P1016,Leather Wallet,Fashion,205,25957.96,44
2025-04-01,P1017,Sunglasses,Fashion,656,581189.94,43
2025-04-01,P1018,Backpack,Fashion,273,745845.8,41
2025-04-01,P1019,Sneakers,Fashion,173,598799.77,42
2025-04-01,P1020,Non-stick Pan,Home & Kitchen,262,860267.8200000001,44
2025-04-01,P1021,Electric Kettle,Home & Kitchen,477,564967.14,48
2025-04-01,P1022,Mixer Grinder,Home & Kitchen,113,402166.16000000003,34
2025-04-01,P1023,LED Bulb Pack,Home & Kitchen,188,235590.71,43
2025-04-01,P1024,Storage Containers,Home & Kitchen,474,788376.03,44
2025-04-01,P1025,Bedsheet Set,Home & Kitchen,418,1561609.24,47
2025-04-01,P1026,Curtains,Home & Kitchen,450,1450725.29,42
2025-04-01,P1027,Air Freshener,Home & Kitchen,480,2009321.3,45
2025-04-01,P1028,Vacuum Cleaner,Home & Kitchen,156,512881.13,36
2025-04-01,P1029,Table Lamp,Home & Kitchen,308,871613.86,44
2025-04-01,P1030,Face Wash,Beauty & Personal Care,305,169681.89,43
2025-04-01,P1031,Shampoo,Beauty & Personal Care,457,856386.34,47
2025-04-01,P1032,Body Lotion,Beauty & Personal Care,157,218649.05,37
2025-04-01,P1033,Perfume,Beauty & Personal Care,245,314751.46,43
2025-04-01,P1034,Hair Dryer,Beauty & Personal Care,285,1370444.82,42
2025-04-01,P1035,Trimmer,Beauty & Personal Care,427,859085.59,44
2025-04-01,P1036,Sunscreen,Beauty & Personal Care,208,912121.44,38
2025-04-01,P1037,Lip Balm,Beauty & Personal Care,387,1207944.78,47
2025-04-01,P1038,Face Mask Pack,Beauty & Personal Care,62,241136.55,28
2025-04-01,P1039,Hair Oil,Beauty & Personal Care,294,745991.0,46
2025-04-01,P1040,Basmati Rice 5kg,Grocery,428,1232174.92,47
2025-04-01,P1041,Cooking Oil 1L,Grocery,1078,2691636.38,47
2025-04-01,P1042,Green Tea Box,Grocery,366,383064.07,45
2025-04-01,P1043,Almonds 500g,Grocery,352,1259433.03,39
2025-04-01,P1044,Instant Noodles Pack,Grocery,407,589603.29,51
2025-04-01,P1045,Coffee Powder,Grocery,428,96594.63,44
2025-04-01,P1046,Honey Jar,Grocery,387,1245966.56,45
2025-04-01,P1047,Protein Bar Pack,Grocery,82,79155.86,32
2025-04-01,P1048,Peanut Butter,Grocery,131,608697.3,35
2025-04-01,P1049,Oats Pack,Grocery,266,1249631.46,43
2025-04-01,P1050,Yoga Mat,Sports & Fitness,79,355504.93,29
2025-04-01,P1051,Dumbbell Set,Sports & Fitness,364,685884.95,45
2025-04-01,P1052,Resistance Bands,Sports & Fitness,154,26919.34,36
2025-04-01,P1053,Skipping Rope,Sports & Fitness,745,3435261.83,45
2025-04-01,P1054,Cricket Bat,Sports & Fitness,178,386794.13,44
2025-04-01,P1055,Football,Sports & Fitness,219,1055118.19,45
2025-04-01,P1056,Water Bottle,Sports & Fitness,644,3062532.37,47
2025-04-01,P1057,Fitness Tracker Band,Sports & Fitness,186,787880.94,43
2025-04-01,P1058,Gym Gloves,Sports & Fitness,130,198707.95,40
2025-04-01,P1059,Badminton Racket,Sports & Fitness,220,434715.89,39
2025-05-01,P1000,Wireless Earbuds,Electronics,104,466167.52,33
2025-05-01,P1001,Smartwatch,Electronics,189,598462.8200000001,38
2025-05-01,P1002,Bluetooth Speaker,Electronics,466,816573.35,46
2025-05-01,P1003,Power Bank,Electronics,76,137746.38,32
2025-05-01,P1004,USB-C Cable,Electronics,251,898877.09,45
2025-05-01,P1005,Laptop Stand,Electronics,698,3120956.88,49
2025-05-01,P1006,Webcam,Electronics,815,3560779.08,48
2025-05-01,P1007,Gaming Mouse,Electronics,623,2414530.93,41
2025-05-01,P1008,Mechanical Keyboard,Electronics,166,532245.51,46
2025-05-01,P1009,LED Monitor,Electronics,300,153535.41,38
2025-05-01,P1010,Men's T-Shirt,Fashion,356,315798.68,40
2025-05-01,P1011,Women's Kurti,Fashion,274,1209910.54,48
2025-05-01,P1012,Denim Jeans,Fashion,552,1662125.64,46
2025-05-01,P1013,Running Shoes,Fashion,449,65693.62,46
2025-05-01,P1014,Formal Shirt,Fashion,550,329591.29,43
2025-05-01,P1015,Winter Jacket,Fashion,270,901276.07,44
2025-05-01,P1016,Leather Wallet,Fashion,175,22199.99,40
2025-05-01,P1017,Sunglasses,Fashion,763,682018.08,43
2025-05-01,P1018,Backpack,Fashion,325,896107.74,43
2025-05-01,P1019,Sneakers,Fashion,163,570605.36,37
2025-05-01,P1020,Non-stick Pan,Home & Kitchen,266,867804.8099999999,45
2025-05-01,P1021,Electric Kettle,Home & Kitchen,565,672294.5,47
2025-05-01,P1022,Mixer Grinder,Home & Kitchen,121,419118.18,39
2025-05-01,P1023,LED Bulb Pack,Home & Kitchen,212,265564.41,42
2025-05-01,P1024,Storage Containers,Home & Kitchen,486,816586.91,44
2025-05-01,P1025,Bedsheet Set,Home & Kitchen,469,1736211.15,46
2025-05-01,P1026,Curtains,Home & Kitchen,465,1513214.73,51
2025-05-01,P1027,Air Freshener,Home & Kitchen,545,2317570.65,47
2025-05-01,P1028,Vacuum Cleaner,Home & Kitchen,178,588604.49,44
2025-05-01,P1029,Table Lamp,Home & Kitchen,345,974863.95,47
2025-05-01,P1030,Face Wash,Beauty & Personal Care,377,214277.81,41
2025-05-01,P1031,Shampoo,Beauty & Personal Care,468,871108.24,50
