month,product_id,product_name,category,demand,revenue,number_of_orders,lag_1,lag_2,lag_3,rolling_mean_3,month_number
2024-06-01,P1024,Storage Containers,Home & Kitchen,502,829661.18,52,499.0,468.0,518.0,495.0,6
2024-07-01,P1024,Storage Containers,Home & Kitchen,476,797580.25,51,502.0,499.0,468.0,489.6666666666667,7
2024-08-01,P1024,Storage Containers,Home & Kitchen,546,915139.11,49,476.0,502.0,499.0,492.3333333333333,8
2024-09-01,P1024,Storage Containers,Home & Kitchen,469,785305.27,46,546.0,476.0,502.0,508.0,9
2024-10-01,P1024,Storage Containers,Home & Kitchen,479,798374.5,49,469.0,546.0,476.0,497.0,10
2024-11-01,P1024,Storage Containers,Home & Kitchen,518,869975.86,42,479.0,469.0,546.0,498.0,11
2024-12-01,P1024,Storage Containers,Home & Kitchen,572,953667.97,52,518.0,479.0,469.0,488.6666666666667,12
2025-01-01,P1024,Storage Containers,Home & Kitchen,555,939231.84,43,572.0,518.0,479.0,523.0,1
2025-02-01,P1024,Storage Containers,Home & Kitchen,402,672333.9,38,555.0,572.0,518.0,548.3333333333334,2
2025-03-01,P1024,Storage Containers,Home & Kitchen,471,790739.98,42,402.0,555.0,572.0,509.6666666666667,3
2025-04-01,P1024,Storage Containers,Home & Kitchen,474,788376.03,44,471.0,402.0,555.0,476.0,4
2025-05-01,P1024,Storage Containers,Home & Kitchen,486,816586.91,44,474.0,471.0,402.0,449.0,5
2025-06-01,P1024,Storage Containers,Home & Kitchen,482,806940.33,52,486.0,474.0,471.0,477.0,6
2025-07-01,P1024,Storage Containers,Home & Kitchen,530,880342.89,46,482.0,486.0,474.0,480.6666666666667,7
2025-08-01,P1024,Storage Containers,Home & Kitchen,574,960697.84,52,530.0,482.0,486.0,499.3333333333333,8
2025-09-01,P1024,Storage Containers,Home & Kitchen,508,854282.42,41,574.0,530.0,482.0,528.6666666666666,9
2024-01-01,P1025,Bedsheet Set,Home & Kitchen,318,1166532.05,44,326.0,298.0,329.0,317.6666666666667,1
2024-02-01,P1025,Bedsheet Set,Home & Kitchen,307,1147654.21,39,318.0,326.0,298.0,314.0,2
2024-03-01,P1025,Bedsheet Set,Home & Kitchen,341,1259674.95,49,307.0,318.0,326.0,317.0,3
2024-04-01,P1025,Bedsheet Set,Home & Kitchen,385,1422730.5,41,341.0,307.0,318.0,322.0,4
2024-05-01,P1025,Bedsheet Set,Home & Kitchen,504,1876346.7,49,385.0,341.0,307.0,344.3333333333333,5
2024-06-01,P1025,Bedsheet Set,Home & Kitchen,459,1686230.66,43,504.0,385.0,341.0,410.0,6
2024-07-01,P1025,Bedsheet Set,Home & Kitchen,370,1380087.58,47,459.0,504.0,385.0,449.3333333333333,7
2024-08-01,P1025,Bedsheet Set,Home & Kitchen,477,1766783.59,46,370.0,459.0,504.0,444.3333333333333,8
2024-09-01,P1025,Bedsheet Set,Home & Kitchen,330,1209958.51,41,477.0,370.0,459.0,435.3333333333333,9
2024-10-01,P1025,Bedsheet Set,Home & Kitchen,322,1205253.38,41,330.0,477.0,370.0,392.3333333333333,10
2024-11-01,P1025,Bedsheet Set,Home & Kitchen,298,1113488.79,36,322.0,330.0,477.0,376.3333333333333,11
2024-12-01,P1025,Bedsheet Set,Home & Kitchen,310,1149130.74,38,298.0,322.0,330.0,316.6666666666667,12
2025-01-01,P1025,Bedsheet Set,Home & Kitchen,333,1241485.9,41,310.0,298.0,322.0,310.0,1
2025-02-01,P1025,Bedsheet Set,Home & Kitchen,233,860716.76,41,333.0,310.0,298.0,313.6666666666667,2
2025-03-01,P1025,Bedsheet Set,Home & Kitchen,339,1253195.74,42,233.0,333.0,310.0,292.0,3
2025-04-01,P1025,Bedsheet Set,Home & Kitchen,418,1561609.24,47,339.0,233.0,333.0,301.6666666666667,4
2025-05-01,P1025,Bedsheet Set,Home & Kitchen,469,1736211.15,46,418.0,339.0,233.0,330.0,5
2025-06-01,P1025,Bedsheet Set,Home & Kitchen,410,1521289.8,52,469.0,418.0,339.0,408.6666666666667,6
2025-07-01,P1025,Bedsheet Set,Home & Kitchen,425,1573268.29,47,410.0,469.0,418.0,432.3333333333333,7
2025-08-01,P1025,Bedsheet Set,Home & Kitchen,447,1677364.33,43,425.0,410.0,469.0,434.6666666666667,8
2025-09-01,P1025,Bedsheet Set,Home & Kitchen,360,1339658.17,47,447.0,425.0,410.0,427.3333333333333,9
2024-01-01,P1026,Curtains,Home & Kitchen,336,1096586.52,42,367.0,346.0,313.0,342.0,1
2024-02-01,P1026,Curtains,Home & Kitchen,248,800987.16,47,336.0,367.0,346.0,349.6666666666667,2
2024-03-01,P1026,Curtains,Home & Kitchen,373,1211958.49,48,248.0,336.0,367.0,317.0,3
2024-04-01,P1026,Curtains,Home & Kitchen,362,1167533.99,44,373.0,248.0,336.0,319.0,4
2024-05-01,P1026,Curtains,Home & Kitchen,366,1199649.04,50,362.0,373.0,248.0,327.6666666666667,5
2024-06-01,P1026,Curtains,Home & Kitchen,363,1182226.67,46,366.0,362.0,373.0,367.0,6
2024-07-01,P1026,Curtains,Home & Kitchen,439,1423175.8,45,363.0,366.0,362.0,363.6666666666667,7
2024-08-01,P1026,Curtains,Home & Kitchen,424,1378551.48,49,439.0,363.0,366.0,389.3333333333333,8
2024-09-01,P1026,Curtains,Home & Kitchen,377,1221228.07,49,424.0,439.0,363.0,408.6666666666667,9
2024-10-01,P1026,Curtains,Home & Kitchen,379,1238489.34,47,377.0,424.0,439.0,413.3333333333333,10
2024-11-01,P1026,Curtains,Home & Kitchen,429,1389229.13,47,379.0,377.0,424.0,393.3333333333333,11
2024-12-01,P1026,Curtains,Home & Kitchen,494,1598414.29,49,429.0,379.0,377.0,395.0,12
2025-01-01,P1026,Curtains,Home & Kitchen,434,1409599.92,47,494.0,429.0,379.0,434.0,1
2025-02-01,P1026,Curtains,Home & Kitchen,315,1016335.93,44,434.0,494.0,429.0,452.3333333333333,2
2025-03-01,P1026,Curtains,Home & Kitchen,461,1491184.29,48,315.0,434.0,494.0,414.3333333333333,3
2025-04-01,P1026,Curtains,Home & Kitchen,450,1450725.29,42,461.0,315.0,434.0,403.3333333333333,4
2025-05-01,P1026,Curtains,Home & Kitchen,465,1513214.73,51,450.0,461.0,315.0,408.6666666666667,5
2025-06-01,P1026,Curtains,Home & Kitchen,465,1507658.1,44,465.0,450.0,461.0,458.6666666666667,6
2025-07-01,P1026,Curtains,Home & Kitchen,458,1499697.98,43,465.0,465.0,450.0,460.0,7
2025-08-01,P1026,Curtains,Home & Kitchen,519,1676354.33,47,458.0,465.0,465.0,462.6666666666667,8
2025-09-01,P1026,Curtains,Home & Kitchen,500,1599578.22,45,519.0,458.0,465.0,480.6666666666667,9
2024-01-01,P1027,Air Freshener,Home & Kitchen,532,2268423.39,46,582.0,473.0,618.0,557.6666666666666,1
2024-02-01,P1027,Air Freshener,Home & Kitchen,418,1751359.54,41,532.0,582.0,473.0,529.0,2
2024-03-01,P1027,Air Freshener,Home & Kitchen,500,2122081.85,46,418.0,532.0,582.0,510.6666666666667,3
2024-04-01,P1027,Air Freshener,Home & Kitchen,539,2283381.11,42,500.0,418.0,532.0,483.3333333333333,4
2024-05-01,P1027,Air Freshener,Home & Kitchen,559,2318046.24,49,539.0,500.0,418.0,485.6666666666667,5
2024-06-01,P1027,Air Freshener,Home & Kitchen,542,2308086.08,42,559.0,539.0,500.0,532.6666666666666,6
2024-07-01,P1027,Air Freshener,Home & Kitchen,499,2100824.3,48,542.0,559.0,539.0,546.6666666666666,7
2024-08-01,P1027,Air Freshener,Home & Kitchen,591,2496356.01,45,499.0,542.0,559.0,533.3333333333334,8
2024-09-01,P1027,Air Freshener,Home & Kitchen,450,1893697.3,40,591.0,499.0,542.0,544.0,9
2024-10-01,P1027,Air Freshener,Home & Kitchen,515,2168972.67,50,450.0,591.0,499.0,513.3333333333334,10
2024-11-01,P1027,Air Freshener,Home & Kitchen,470,1983522.04,42,515.0,450.0,591.0,518.6666666666666,11
2024-12-01,P1027,Air Freshener,Home & Kitchen,599,2516240.45,47,470.0,515.0,450.0,478.3333333333333,12
2025-01-01,P1027,Air Freshener,Home & Kitchen,494,2056878.04,47,599.0,470.0,515.0,528.0,1
2025-02-01,P1027,Air Freshener,Home & Kitchen,461,1966374.33,44,494.0,599.0,470.0,521.0,2
2025-03-01,P1027,Air Freshener,Home & Kitchen,492,2073249.7,52,461.0,494.0,599.0,518.0,3
2025-04-01,P1027,Air Freshener,Home & Kitchen,480,2009321.3,45,492.0,461.0,494.0,482.3333333333333,4
2025-05-01,P1027,Air Freshener,Home & Kitchen,545,2317570.65,47,480.0,492.0,461.0,477.6666666666667,5
2025-06-01,P1027,Air Freshener,Home & Kitchen,521,2188191.31,51,545.0,480.0,492.0,505.6666666666667,6
2025-07-01,P1027,Air Freshener,Home & Kitchen,496,2082573.05,46,521.0,545.0,480.0,515.3333333333334,7
2025-08-01,P1027,Air Freshener,Home & Kitchen,609,2589952.88,41,496.0,521.0,545.0,520.6666666666666,8
2025-09-01,P1027,Air Freshener,Home & Kitchen,531,2252717.0300000003,43,609.0,496.0,521.0,542.0,9
2024-01-01,P1028,Vacuum Cleaner,Home & Kitchen,178,580871.43,41,208.0,170.0,145.0,174.33333333333334,1
2024-02-01,P1028,Vacuum Cleaner,Home & Kitchen,135,443854.65,37,178.0,208.0,170.0,185.33333333333334,2
2024-03-01,P1028,Vacuum Cleaner,Home & Kitchen,174,572318.23,40,135.0,178.0,208.0,173.66666666666666,3
2024-04-01,P1028,Vacuum Cleaner,Home & Kitchen,174,572873.69,38,174.0,135.0,178.0,162.33333333333334,4
2024-05-01,P1028,Vacuum Cleaner,Home & Kitchen,184,610376.4400000001,46,174.0,174.0,135.0,161.0,5
2024-06-01,P1028,Vacuum Cleaner,Home & Kitchen,181,595837.71,36,184.0,174.0,174.0,177.33333333333334,6
2024-07-01,P1028,Vacuum Cleaner,Home & Kitchen,185,604233.97,48,181.0,184.0,174.0,179.66666666666666,7
2024-08-01,P1028,Vacuum Cleaner,Home & Kitchen,179,583739.48,44,185.0,181.0,184.0,183.33333333333334,8
2024-09-01,P1028,Vacuum Cleaner,Home & Kitchen,175,572129.4,45,179.0,185.0,181.0,181.66666666666666,9
2024-10-01,P1028,Vacuum Cleaner,Home & Kitchen,218,701835.9299999999,43,175.0,179.0,185.0,179.66666666666666,10
2024-11-01,P1028,Vacuum Cleaner,Home & Kitchen,179,588848.9500000001,43,218.0,175.0,179.0,190.66666666666666,11
2024-12-01,P1028,Vacuum Cleaner,Home & Kitchen,182,595639.76,45,179.0,218.0,175.0,190.66666666666666,12
2025-01-01,P1028,Vacuum Cleaner,Home & Kitchen,183,595533.07,44,182.0,179.0,218.0,193.0,1
2025-02-01,P1028,Vacuum Cleaner,Home & Kitchen,159,518215.77,38,183.0,182.0,179.0,181.33333333333334,2
2025-03-01,P1028,Vacuum Cleaner,Home & Kitchen,174,577679.41,44,159.0,183.0,182.0,174.66666666666666,3
2025-04-01,P1028,Vacuum Cleaner,Home & Kitchen,156,512881.13,36,174.0,159.0,183.0,172.0,4
2025-05-01,P1028,Vacuum Cleaner,Home & Kitchen,178,588604.49,44,156.0,174.0,159.0,163.0,5
2025-06-01,P1028,Vacuum Cleaner,Home & Kitchen,162,530079.3,38,178.0,156.0,174.0,169.33333333333334,6
2025-07-01,P1028,Vacuum Cleaner,Home & Kitchen,203,667213.56,50,162.0,178.0,156.0,165.33333333333334,7
2025-08-01,P1028,Vacuum Cleaner,Home & Kitchen,228,742574.4400000001,43,203.0,162.0,178.0,181.0,8
2025-09-01,P1028,Vacuum Cleaner,Home & Kitchen,191,623515.73,38,228.0,203.0,162.0,197.66666666666666,9
2024-01-01,P1029,Table Lamp,Home & Kitchen,251,712753.65,47,238.0,236.0,256.0,243.33333333333334,1
2024-02-01,P1029,Table Lamp,Home & Kitchen,252,721337.3,46,251.0,238.0,236.0,241.66666666666666,2
2024-03-01,P1029,Table Lamp,Home & Kitchen,266,758739.93,47,252.0,251.0,238.0,247.0,3
2024-04-01,P1029,Table Lamp,Home & Kitchen,259,735507.15,42,266.0,252.0,251.0,256.3333333333333,4
2024-05-01,P1029,Table Lamp,Home & Kitchen,282,802930.86,45,259.0,266.0,252.0,259.0,5
2024-06-01,P1029,Table Lamp,Home & Kitchen,259,732318.87,38,282.0,259.0,266.0,269.0,6
2024-07-01,P1029,Table Lamp,Home & Kitchen,281,803931.38,45,259.0,282.0,259.0,266.6666666666667,7
2024-08-01,P1029,Table Lamp,Home & Kitchen,333,957409.62,47,281.0,259.0,282.0,274.0,8
2024-09-01,P1029,Table Lamp,Home & Kitchen,270,762661.81,41,333.0,281.0,259.0,291.0,9
2024-10-01,P1029,Table Lamp,Home & Kitchen,316,897885.8,51,270.0,333.0,281.0,294.6666666666667,10
2024-11-01,P1029,Table Lamp,Home & Kitchen,290,816098.81,43,316.0,270.0,333.0,306.3333333333333,11
2024-12-01,P1029,Table Lamp,Home & Kitchen,369,1048798.52,47,290.0,316.0,270.0,292.0,12
2025-01-01,P1029,Table Lamp,Home & Kitchen,336,959106.87,46,369.0,290.0,316.0,325.0,1
2025-02-01,P1029,Table Lamp,Home & Kitchen,268,763204.67,46,336.0,369.0,290.0,331.6666666666667,2
2025-03-01,P1029,Table Lamp,Home & Kitchen,290,822671.99,47,268.0,336.0,369.0,324.3333333333333,3
2025-04-01,P1029,Table Lamp,Home & Kitchen,308,871613.86,44,290.0,268.0,336.0,298.0,4
2025-05-01,P1029,Table Lamp,Home & Kitchen,345,974863.95,47,308.0,290.0,268.0,288.6666666666667,5
2025-06-01,P1029,Table Lamp,Home & Kitchen,357,1012642.77,46,345.0,308.0,290.0,314.3333333333333,6
2025-07-01,P1029,Table Lamp,Home & Kitchen,353,992182.13,46,357.0,345.0,308.0,336.6666666666667,7
2025-08-01,P1029,Table Lamp,Home & Kitchen,389,1113503.28,42,353.0,357.0,345.0,351.6666666666667,8
2025-09-01,P1029,Table Lamp,Home & Kitchen,370,1058207.43,45,389.0,353.0,357.0,366.3333333333333,9
2024-01-01,P1030,Face Wash,Beauty & Personal Care,322,179739.65,41,355.0,342.0,391.0,362.6666666666667,1
2024-02-01,P1030,Face Wash,Beauty & Personal Care,295,165669.88,44,322.0,355.0,342.0,339.6666666666667,2
2024-03-01,P1030,Face Wash,Beauty & Personal Care,351,192838.59,48,295.0,322.0,355.0,324.0,3
2024-04-01,P1030,Face Wash,Beauty & Personal Care,378,214624.63,40,351.0,295.0,322.0,322.6666666666667,4
2024-05-01,P1030,Face Wash,Beauty & Personal Care,379,214211.0,46,378.0,351.0,295.0,341.3333333333333,5
2024-06-01,P1030,Face Wash,Beauty & Personal Care,354,201140.58,41,379.0,378.0,351.0,369.3333333333333,6
2024-07-01,P1030,Face Wash,Beauty & Personal Care,299,167129.06,46,354.0,379.0,378.0,370.3333333333333,7
2024-08-01,P1030,Face Wash,Beauty & Personal Care,349,194909.64,42,299.0,354.0,379.0,344.0,8
2024-09-01,P1030,Face Wash,Beauty & Personal Care,290,162663.06,44,349.0,299.0,354.0,334.0,9
2024-10-01,P1030,Face Wash,Beauty & Personal Care,340,188347.78,44,290.0,349.0,299.0,312.6666666666667,10
2024-11-01,P1030,Face Wash,Beauty & Personal Care,372,209539.16,46,340.0,290.0,349.0,326.3333333333333,11
2024-12-01,P1030,Face Wash,Beauty & Personal Care,391,219300.69,46,372.0,340.0,290.0,334.0,12
2025-01-01,P1030,Face Wash,Beauty & Personal Care,361,202367.28,49,391.0,372.0,340.0,367.6666666666667,1
2025-02-01,P1030,Face Wash,Beauty & Personal Care,282,158285.32,42,361.0,391.0,372.0,374.6666666666667,2
2025-03-01,P1030,Face Wash,Beauty & Personal Care,321,179652.58,52,282.0,361.0,391.0,344.6666666666667,3
2025-04-01,P1030,Face Wash,Beauty & Personal Care,305,169681.89,43,321.0,282.0,361.0,321.3333333333333,4
2025-05-01,P1030,Face Wash,Beauty & Personal Care,377,214277.81,41,305.0,321.0,282.0,302.6666666666667,5
2025-06-01,P1030,Face Wash,Beauty & Personal Care,327,183713.83,42,377.0,305.0,321.0,334.3333333333333,6
2025-07-01,P1030,Face Wash,Beauty & Personal Care,327,184197.4,45,327.0,377.0,305.0,336.3333333333333,7
2025-08-01,P1030,Face Wash,Beauty & Personal Care,443,247574.48,46,327.0,327.0,377.0,343.6666666666667,8
2025-09-01,P1030,Face Wash,Beauty & Personal Care,368,203826.82,41,443.0,327.0,327.0,365.6666666666667,9
2024-01-01,P1031,Shampoo,Beauty & Personal Care,356,665447.4,47,360.0,323.0,350.0,344.3333333333333,1
2024-02-01,P1031,Shampoo,Beauty & Personal Care,348,663230.54,46,356.0,360.0,323.0,346.3333333333333,2
2024-03-01,P1031,Shampoo,Beauty & Personal Care,379,703808.94,48,348.0,356.0,360.0,354.6666666666667,3
2024-04-01,P1031,Shampoo,Beauty & Personal Care,398,742801.39,40,379.0,348.0,356.0,361.0,4
2024-05-01,P1031,Shampoo,Beauty & Personal Care,391,740143.73,44,398.0,379.0,348.0,375.0,5
2024-06-01,P1031,Shampoo,Beauty & Personal Care,396,746618.67,46,391.0,398.0,379.0,389.3333333333333,6
2024-07-01,P1031,Shampoo,Beauty & Personal Care,433,820104.3,42,396.0,391.0,398.0,395.0,7
2024-08-01,P1031,Shampoo,Beauty & Personal Care,502,942656.45,43,433.0,396.0,391.0,406.6666666666667,8
2024-09-01,P1031,Shampoo,Beauty & Personal Care,422,788462.33,43,502.0,433.0,396.0,443.6666666666667,9
2024-10-01,P1031,Shampoo,Beauty & Personal Care,526,988853.96,46,422.0,502.0,433.0,452.3333333333333,10
2024-11-01,P1031,Shampoo,Beauty & Personal Care,469,883822.16,48,526.0,422.0,502.0,483.3333333333333,11
2024-12-01,P1031,Shampoo,Beauty & Personal Care,450,848910.24,50,469.0,526.0,422.0,472.3333333333333,12
2025-01-01,P1031,Shampoo,Beauty & Personal Care,490,926026.7,43,450.0,469.0,526.0,481.6666666666667,1
2025-02-01,P1031,Shampoo,Beauty & Personal Care,475,899436.9,36,490.0,450.0,469.0,469.6666666666667,2
2025-03-01,P1031,Shampoo,Beauty & Personal Care,444,837259.85,51,475.0,490.0,450.0,471.6666666666667,3
2025-04-01,P1031,Shampoo,Beauty & Personal Care,457,856386.34,47,444.0,475.0,490.0,469.6666666666667,4
2025-05-01,P1031,Shampoo,Beauty & Personal Care,468,871108.24,50,457.0,444.0,475.0,458.6666666666667,5
2025-06-01,P1031,Shampoo,Beauty & Personal Care,470,886658.42,49,468.0,457.0,444.0,456.3333333333333,6
2025-07-01,P1031,Shampoo,Beauty & Personal Care,577,1093927.21,43,470.0,468.0,457.0,465.0,7
2025-08-01,P1031,Shampoo,Beauty & Personal Care,554,1030503.96,48,577.0,470.0,468.0,505.0,8
2025-09-01,P1031,Shampoo,Beauty & Personal Care,564,1060605.64,45,554.0,577.0,470.0,533.6666666666666,9
2024-01-01,P1032,Body Lotion,Beauty & Personal Care,113,155735.4,32,106.0,117.0,112.0,111.66666666666667,1
2024-02-01,P1032,Body Lotion,Beauty & Personal Care,108,147055.87,34,113.0,106.0,117.0,112.0,2
2024-03-01,P1032,Body Lotion,Beauty & Personal Care,128,177567.64,42,108.0,113.0,106.0,109.0,3
2024-04-01,P1032,Body Lotion,Beauty & Personal Care,134,185590.43,41,128.0,108.0,113.0,116.33333333333333,4
2024-05-01,P1032,Body Lotion,Beauty & Personal Care,131,181935.46,41,134.0,128.0,108.0,123.33333333333333,5
2024-06-01,P1032,Body Lotion,Beauty & Personal Care,122,169861.56,39,131.0,134.0,128.0,131.0,6
2024-07-01,P1032,Body Lotion,Beauty & Personal Care,118,163570.8,34,122.0,131.0,134.0,129.0,7
2024-08-01,P1032,Body Lotion,Beauty & Personal Care,135,187133.49,42,118.0,122.0,131.0,123.66666666666667,8
2024-09-01,P1032,Body Lotion,Beauty & Personal Care,137,189616.74,37,135.0,118.0,122.0,125.0,9
2024-10-01,P1032,Body Lotion,Beauty & Personal Care,136,189442.52,42,137.0,135.0,118.0,130.0,10
2024-11-01,P1032,Body Lotion,Beauty & Personal Care,120,164945.86,36,136.0,137.0,135.0,136.0,11
2024-12-01,P1032,Body Lotion,Beauty & Personal Care,154,214014.6,40,120.0,136.0,137.0,131.0,12
2025-01-01,P1032,Body Lotion,Beauty & Personal Care,144,201500.23,38,154.0,120.0,136.0,136.66666666666666,1
2025-02-01,P1032,Body Lotion,Beauty & Personal Care,109,151388.92,39,144.0,154.0,120.0,139.33333333333334,2
2025-03-01,P1032,Body Lotion,Beauty & Personal Care,148,206437.49,38,109.0,144.0,154.0,135.66666666666666,3
2025-04-01,P1032,Body Lotion,Beauty & Personal Care,157,218649.05,37,148.0,109.0,144.0,133.66666666666666,4
2025-05-01,P1032,Body Lotion,Beauty & Personal Care,154,213608.21,46,157.0,148.0,109.0,138.0,5
2025-06-01,P1032,Body Lotion,Beauty & Personal Care,138,191018.6,39,154.0,157.0,148.0,153.0,6
2025-07-01,P1032,Body Lotion,Beauty & Personal Care,152,213239.32,43,138.0,154.0,157.0,149.66666666666666,7
2025-08-01,P1032,Body Lotion,Beauty & Personal Care,204,283932.77,51,152.0,138.0,154.0,148.0,8
2025-09-01,P1032,Body Lotion,Beauty & Personal Care,177,246321.0,41,204.0,152.0,138.0,164.66666666666666,9
2024-01-01,P1033,Perfume,Beauty & Personal Care,237,305069.41,42,202.0,220.0,230.0,217.33333333333334,1
2024-02-01,P1033,Perfume,Beauty & Personal Care,194,248939.24,37,237.0,202.0,220.0,219.66666666666666,2
2024-03-01,P1033,Perfume,Beauty & Personal Care,209,264867.42,35,194.0,237.0,202.0,211.0,3
2024-04-01,P1033,Perfume,Beauty & Personal Care,179,230196.86,39,209.0,194.0,237.0,213.33333333333334,4
2024-05-01,P1033,Perfume,Beauty & Personal Care,189,240973.96,38,179.0,209.0,194.0,194.0,5
2024-06-01,P1033,Perfume,Beauty & Personal Care,219,278119.6,38,189.0,179.0,209.0,192.33333333333334,6
2024-07-01,P1033,Perfume,Beauty & Personal Care,292,369715.03,48,219.0,189.0,179.0,195.66666666666666,7
2024-08-01,P1033,Perfume,Beauty & Personal Care,265,342030.96,44,292.0,219.0,189.0,233.33333333333334,8
2024-09-01,P1033,Perfume,Beauty & Personal Care,205,263005.69,39,265.0,292.0,219.0,258.6666666666667,9
2024-10-01,P1033,Perfume,Beauty & Personal Care,249,319197.87,41,205.0,265.0,292.0,254.0,10
2024-11-01,P1033,Perfume,Beauty & Personal Care,184,233790.64,32,249.0,205.0,265.0,239.66666666666666,11
2024-12-01,P1033,Perfume,Beauty & Personal Care,254,325543.79,37,184.0,249.0,205.0,212.66666666666666,12
2025-01-01,P1033,Perfume,Beauty & Personal Care,277,356197.1,42,254.0,184.0,249.0,229.0,1
2025-02-01,P1033,Perfume,Beauty & Personal Care,175,224454.22,34,277.0,254.0,184.0,238.33333333333334,2
2025-03-01,P1033,Perfume,Beauty & Personal Care,187,239667.09,42,175.0,277.0,254.0,235.33333333333334,3
2025-04-01,P1033,Perfume,Beauty & Personal Care,245,314751.46,43,187.0,175.0,277.0,213.0,4
2025-05-01,P1033,Perfume,Beauty & Personal Care,181,231132.9,46,245.0,187.0,175.0,202.33333333333334,5
2025-06-01,P1033,Perfume,Beauty & Personal Care,248,319032.77,44,181.0,245.0,187.0,204.33333333333334,6
2025-07-01,P1033,Perfume,Beauty & Personal Care,247,317755.46,45,248.0,181.0,245.0,224.66666666666666,7
2025-08-01,P1033,Perfume,Beauty & Personal Care,258,330865.53,35,247.0,248.0,181.0,225.33333333333334,8
2025-09-01,P1033,Perfume,Beauty & Personal Care,204,261215.14,37,258.0,247.0,248.0,251.0,9
2024-01-01,P1034,Hair Dryer,Beauty & Personal Care,271,1318666.24,37,280.0,246.0,269.0,265.0,1
2024-02-01,P1034,Hair Dryer,Beauty & Personal Care,235,1139132.2,42,271.0,280.0,246.0,265.6666666666667,2
2024-03-01,P1034,Hair Dryer,Beauty & Personal Care,249,1195756.37,39,235.0,271.0,280.0,262.0,3
2024-04-01,P1034,Hair Dryer,Beauty & Personal Care,291,1412656.9,44,249.0,235.0,271.0,251.66666666666666,4
2024-05-01,P1034,Hair Dryer,Beauty & Personal Care,262,1258476.92,45,291.0,249.0,235.0,258.3333333333333,5
2024-06-01,P1034,Hair Dryer,Beauty & Personal Care,276,1334905.29,46,262.0,291.0,249.0,267.3333333333333,6
2024-07-01,P1034,Hair Dryer,Beauty & Personal Care,259,1253680.58,40,276.0,262.0,291.0,276.3333333333333,7
2024-08-01,P1034,Hair Dryer,Beauty & Personal Care,290,1399091.16,37,259.0,276.0,262.0,265.6666666666667,8
2024-09-01,P1034,Hair Dryer,Beauty & Personal Care,255,1215823.7,42,290.0,259.0,276.0,275.0,9
2024-10-01,P1034,Hair Dryer,Beauty & Personal Care,248,1181079.65,36,255.0,290.0,259.0,268.0,10
2024-11-01,P1034,Hair Dryer,Beauty & Personal Care,244,1154195.24,32,248.0,255.0,290.0,264.3333333333333,11
2024-12-01,P1034,Hair Dryer,Beauty & Personal Care,305,1451697.91,37,244.0,248.0,255.0,249.0,12
2025-01-01,P1034,Hair Dryer,Beauty & Personal Care,238,1139998.12,34,305.0,244.0,248.0,265.6666666666667,1
2025-02-01,P1034,Hair Dryer,Beauty & Personal Care,241,1169468.16,30,238.0,305.0,244.0,262.3333333333333,2
2025-03-01,P1034,Hair Dryer,Beauty & Personal Care,262,1261679.15,44,241.0,238.0,305.0,261.3333333333333,3
2025-04-01,P1034,Hair Dryer,Beauty & Personal Care,285,1370444.82,42,262.0,241.0,238.0,247.0,4
2025-05-01,P1034,Hair Dryer,Beauty & Personal Care,287,1370244.16,46,285.0,262.0,241.0,262.6666666666667,5
2025-06-01,P1034,Hair Dryer,Beauty & Personal Care,232,1110759.88,43,287.0,285.0,262.0,278.0,6
2025-07-01,P1034,Hair Dryer,Beauty & Personal Care,205,982616.23,42,232.0,287.0,285.0,268.0,7
2025-08-01,P1034,Hair Dryer,Beauty & Personal Care,294,1407495.82,43,205.0,232.0,287.0,241.33333333333334,8
2025-09-01,P1034,Hair Dryer,Beauty & Personal Care,293,1426141.39,41,294.0,205.0,232.0,243.66666666666666,9
2024-01-01,P1035,Trimmer,Beauty & Personal Care,337,667026.28,39,314.0,261.0,320.0,298.3333333333333,1
2024-02-01,P1035,Trimmer,Beauty & Personal Care,392,787270.8,47,337.0,314.0,261.0,304.0,2
2024-03-01,P1035,Trimmer,Beauty & Personal Care,407,821115.89,47,392.0,337.0,314.0,347.6666666666667,3
2024-04-01,P1035,Trimmer,Beauty & Personal Care,439,895737.42,43,407.0,392.0,337.0,378.6666666666667,4
2024-05-01,P1035,Trimmer,Beauty & Personal Care,469,949843.59,49,439.0,407.0,392.0,412.6666666666667,5
2024-06-01,P1035,Trimmer,Beauty & Personal Care,438,885255.8,45,469.0,439.0,407.0,438.3333333333333,6
2024-07-01,P1035,Trimmer,Beauty & Personal Care,456,912942.78,48,438.0,469.0,439.0,448.6666666666667,7
2024-08-01,P1035,Trimmer,Beauty & Personal Care,460,915245.41,40,456.0,438.0,469.0,454.3333333333333,8
2024-09-01,P1035,Trimmer,Beauty & Personal Care,299,596527.32,50,460.0,456.0,438.0,451.3333333333333,9
2024-10-01,P1035,Trimmer,Beauty & Personal Care,369,748780.11,45,299.0,460.0,456.0,405.0,10
2024-11-01,P1035,Trimmer,Beauty & Personal Care,276,550448.82,39,369.0,299.0,460.0,376.0,11
2024-12-01,P1035,Trimmer,Beauty & Personal Care,286,577837.52,43,276.0,369.0,299.0,314.6666666666667,12
2025-01-01,P1035,Trimmer,Beauty & Personal Care,327,653713.35,47,286.0,276.0,369.0,310.3333333333333,1
